file,bucket,has_url,has_pdf,reason
"Sourdough_Cardamom_Rolls",CLEAN,false,false,"structured ingredients + steps present"
"Sourdough_Cardamom_Rolls_stiff_starter",CLEAN,false,false,"structured ingredients + steps present"
"Sourdough_Cheddar_Crackers_-_Tummy_Friendly_Fermented_Grain_And_Real_Cheddar_Cheese_•_Butter_For_All",STUB,true,false,"stub w/ source url → URL import"
"Sourdough_Cheesy_Garlic_Pull_Apart_Bread_-_MyLoveOfBaking",STUB,true,false,"stub w/ source url → URL import"
"Sourdough_Chocolate_Chip_Cookie_—_The_Boy_Who_Bakes",CLEAN,true,false,"structured ingredients + steps present"
"Sourdough_Cinnamon_Raisin_Bagels_-_Home_Grown_Happiness",PDF,true,true,"content likely in PDF: attachments/Sourdough_Cinnamon_Raisin_Bagels_-_Home_Grown_Happiness_1/cinnamon_bagels_.pdf"
"Sourdough_Cinnamon_Rolls",FULL,true,false,"partial content → Vinst candidate"
"Sourdough_Cinnamon_Rolls_Recipe",PDF,true,true,"content likely in PDF: attachments/Sourdough_Cinnamon_Rolls_Recipe_1/Sourdough_Cinnamon_Rolls_Recipe_-_Little_Spoon_Farm.pdf"
"Sourdough_Cloud_Cake_(Vanilla–Citrus)",FULL,false,false,"real content, prose-ish → good Vinst candidate"
"Sourdough_Dinner_Rolls_-_Scotch_&_Scones",CLEAN,true,false,"structured ingredients + steps present"
"Sourdough_Discard_Monkey_Bread_[cinnamon_pull_apart]_-_The_Pantry_Mama",STUB,true,false,"stub w/ source url → URL import"
"Sourdough_English_Muffins",FULL,true,false,"partial content → Vinst candidate"
"Sourdough_Glass_Bread_(Pan_de_Cristal)_–_Breadtopia",CLEAN,true,true,"structured ingredients + steps present"
"Sourdough_Glass_Bread_(Pan_de_Cristal)_–_Breadtopia_3",CLEAN,false,false,"structured ingredients + steps present"
"Sourdough_Hamburger_Buns_-_Farmhouse_on_Boone",PDF,true,true,"content likely in PDF: attachments/Sourdough_Hamburger_Buns_-_Farmhouse_on_Boone_1/Sourdough_Hamburger_Buns_-_Farmhouse_on_Boone.pdf"
"Sourdough_Naan_Flatbread",FULL,false,false,"real content, prose-ish → good Vinst candidate"
"Sourdough_Pancakes_&_Waffles",FULL,true,false,"real content, prose-ish → good Vinst candidate"
"Sourdough_Pancakes_&_Waffles_2",FULL,false,false,"partial content → Vinst candidate"
"Sourdough_Panettone",FULL,true,false,"partial content → Vinst candidate"
"Sourdough_Pie_Crust_-_Baking_Sense(R)",CLEAN,true,false,"structured ingredients + steps present"
"Sourdough_Pizza_Crust_(step_by_step)_Vanilla_And_Bean",STUB,true,false,"stub w/ source url → URL import"
"Sourdough_Pizza_Crust_(step_by_step)_Vanilla_And_Bean_2",FULL,true,false,"partial content → Vinst candidate"
"Sourdough_Pumpkin_Cream_Cheese_Muffins_–_Sourdough_Brandon",PDF,true,true,"content likely in PDF: attachments/Sourdough_Pumpkin_Cream_Cheese_Muffins_–_Sourdough_Brandon_1/Sourdough_Pumpkin_Cream_Cheese_Muffins_-_Sourdough_Brandon.pdf"
"Sourdough_Rough_Puff_Pastry",CLEAN,true,false,"structured ingredients + steps present"
"Sourdough_Rye_Bread_Recipe_[hearty_+_rustic]_-_The_Pantry_Mama",STUB,true,false,"stub w/ source url → URL import"
"Sourdough_Teff_Lachuch_(Yemenite-Style_Pancakes)",FULL,false,false,"real content, prose-ish → good Vinst candidate"
"Sourdough_Vegan_Hokkaido_Milk_Bread",FULL,true,false,"partial content → Vinst candidate"
"Sourdough_Waffles_Recipe",FULL,true,false,"partial content → Vinst candidate"
"Sourdough_chocolate_babka",CLEAN,true,false,"structured ingredients + steps present"
"Sourdough_pita_bread",FULL,false,false,"partial content → Vinst candidate"
"Sourdough_pita_bread_recipe_-_Super_easy,_the_best_recipe_-_Foodgeek",STUB,true,false,"stub w/ source url → URL import"
"Sourdough_potato_hamburger_buns",FULL,true,true,"real content, prose-ish → good Vinst candidate"
"Sourdough_sandwich_bread",FULL,false,false,"partial content → Vinst candidate"
"Sourdough_tortilla",FULL,false,false,"partial content → Vinst candidate"
"Spanakopita_(Greek_spinach_pie)_recipe_-_Recipes_-_delicious.com.au",CLEAN,false,true,"structured ingredients + steps present"
"Spelt_rolls",CLEAN,false,true,"structured ingredients + steps present"
"Sticky_Shiitake_Mushrooms",FULL,true,false,"partial content → Vinst candidate"
"Stuffed_cabbage",FULL,false,false,"partial content → Vinst candidate"
"Swedish_Wort-bread",PDF,false,true,"content likely in PDF: attachments/Swedish_Wort-bread_1/Wort-bread-2-sheet-version.pdf"
"Swedish_meatballs",STUB,false,false,"stub, no url → manual"
"Sweet_Potato_Sourdough_Cinnamon_Rolls",FULL,true,false,"partial content → Vinst candidate"
"Sweet_Potato_Sourdough_Cinnamon_Rolls_—_Smaller_Batch",FULL,false,false,"partial content → Vinst candidate"
"Swirled_Garlic_Herb_Bread._-_Half_Baked_Harvest",FULL,true,false,"partial content → Vinst candidate"
"Swirled_Garlic_Herb_Bread._-_Half_Baked_Harvest_2",STUB,false,false,"stub, no url → manual"
"Swirled_Garlic_Herb_Bread._-_Half_Baked_Harvest_3",FULL,false,false,"partial content → Vinst candidate"
"Switchel_(Haymaker’s_Punch)",FULL,false,false,"partial content → Vinst candidate"
"The_Best_Fudgy_Brownies_Recipe_by_Tasty",CLEAN,true,false,"structured ingredients + steps present"
"The_Best_Gluten-Free_Battered_Cauliflower_Recipe_Gluten-Free_Foodee",STUB,true,false,"stub w/ source url → URL import"
"The_Best_Recipe_for_Roasted_Chickpeas_A_Healthy_Snack_Foodal.com",STUB,true,false,"stub w/ source url → URL import"
"The_Best_Sourdough_Brioche_Bread",STUB,true,false,"stub w/ source url → URL import"
"The_Best_Sourdough_Cinnamon_Rolls",PDF,false,true,"content likely in PDF: attachments/The_Best_Sourdough_Cinnamon_Rolls_1/The_Best_Sourdough_Cinnamon_Rolls.pdf"
"The_Best_Sourdough_Cinnamon_Rolls_2",FULL,false,false,"partial content → Vinst candidate"
"The_Guardian_Nigel_Slater’s_recipes_for_raspberry_and_apricot_shortcake,_and_apricot_and_harissa_chu",FULL,true,false,"partial content → Vinst candidate"
"The_Herb_Gardener_How_to_Make_Sage_Oil",FULL,true,false,"partial content → Vinst candidate"
"The_Real_Mushroom_Soup",FULL,false,false,"partial content → Vinst candidate"
"The_Very_Best_Corned_Beef_and_Cabbage",STUB,false,false,"stub, no url → manual"
"This_German_Potato_Salad_Is_Even_Better_on_Day_2",STUB,true,false,"stub w/ source url → URL import"
"Tiramisù",CLEAN,false,false,"structured ingredients + steps present"
"Tomato_jam,_keeping_sunshine_in_a_jar_-_Eat_Yourself_Greek",STUB,true,false,"stub w/ source url → URL import"
"Tourlou",FULL,false,false,"partial content → Vinst candidate"
"Traditional_Greek_Galaktoboureko_recipe_(Greek_Custard_Pie_with_Syrup)_-_My_Greek_Dish",STUB,true,false,"stub w/ source url → URL import"
"Triple_Chocolate_Mousse_Torte",STUB,true,false,"stub w/ source url → URL import"
"Turkish_pitta",FULL,false,false,"partial content → Vinst candidate"
"Vanilla_Diplomat_Cream",CLEAN,false,true,"structured ingredients + steps present"
"Vanilla_cake_in_amug",FULL,false,false,"partial content → Vinst candidate"
"Vegan_Bechamel_Sauce",FULL,true,false,"real content, prose-ish → good Vinst candidate"
"Vegan_Gluten-Free_Black_Bean_Brownies_Minimalist_Baker_Recipes",STUB,true,false,"stub w/ source url → URL import"
"Vegan_Hokkaido_Milk_Bread_-_Domestic_Gothess",STUB,true,false,"stub w/ source url → URL import"
"Vegan_Hu_Tieu_Recipe_How_to_Make_a_Light,_Flavorful_at_Home_Vo_Uy_Vegetarian_Restaurant",CLEAN,true,false,"structured ingredients + steps present"
"Vegan_Whipped_Cream_(NO_coconut!)_-_Nora_Cooks",FULL,true,false,"real content, prose-ish → good Vinst candidate"
"Vegetarian_Cauliflower_Buffalo_Bites",FULL,false,false,"partial content → Vinst candidate"
"Venetian_Charoset",FULL,false,false,"partial content → Vinst candidate"
"Walnut_Cranberry_Sourdough_Bread_Recipe_Foodgeek",STUB,true,false,"stub w/ source url → URL import"
"Walnut_cranberry_sourdough",CLEAN,true,false,"structured ingredients + steps present"
"Walnut_toffee",FULL,true,false,"partial content → Vinst candidate"
"Wasabi_Roasted_Chickpeas",STUB,true,false,"stub w/ source url → URL import"
"West_Coast_Onions",FULL,false,false,"partial content → Vinst candidate"
"White_House_Pecan_Pie",CLEAN,false,true,"structured ingredients + steps present"
"Whole_wheat_pizza",FULL,false,false,"partial content → Vinst candidate"
"Whole_wheat_sourdough",FULL,false,false,"partial content → Vinst candidate"
"Wild_Mushroom_Flatbread_with_Basil_Oil_Drizzle",FULL,false,false,"partial content → Vinst candidate"
"World’s_Best_Pumpkin_Soup",FULL,true,false,"partial content → Vinst candidate"
"You_can_cook_THIS_brisket!",PDF,true,true,"content likely in PDF: attachments/You_can_cook_THIS_brisket!_1/You_can_cook_THIS_brisket!.pdf"
"Zucchini_Cauliflower_Summer_Gratin_and_a_Giveaway!_Relishing_It",CLEAN,true,false,"structured ingredients + steps present"
"_כבאנה_תימנית_עם_מחמצת_יבשה_(גרסה_מודרנית_לשבת)",CLEAN,false,false,"structured ingredients + steps present"
"amazake_drink",CLEAN,true,false,"structured ingredients + steps present"
"apple_studel",FULL,false,false,"partial content → Vinst candidate"
"arroz-rojo",FULL,false,false,"partial content → Vinst candidate"
"basic_sourdough",CLEAN,true,false,"structured ingredients + steps present"
"basic_sourdough_2_loafs",CLEAN,false,false,"structured ingredients + steps present"
"best_fries",CLEAN,false,false,"structured ingredients + steps present"
"bread",FULL,false,false,"partial content → Vinst candidate"
"cabbage_salads",FULL,false,false,"partial content → Vinst candidate"
"chicken_breast_on_a_Ninja_Woodfire_Electric_Grill,",FULL,false,false,"partial content → Vinst candidate"
"chili_peanut_Brownies",FULL,true,false,"partial content → Vinst candidate"
"chilli_con_carne",FULL,false,false,"partial content → Vinst candidate"
"chocolate_cake_base",FULL,false,false,"partial content → Vinst candidate"
"chocolate_cake_base_2",FULL,false,false,"partial content → Vinst candidate"
"chocolate_cake_base_3",FULL,false,false,"partial content → Vinst candidate"
"chocolate_cream_cake",PDF,false,true,"content likely in PDF: attachments/chocolate_cream_cake_1/Ding_Dong_Cake_-_i_am_baker.pdf"
"cinnamon_roll_in_a_mug",FULL,false,false,"partial content → Vinst candidate"
"classic_moussaka_recipe_without_potatoes_(meat_and_milk_together)",CLEAN,false,false,"structured ingredients + steps present"
"coffee-cake-muffins",STUB,true,false,"stub w/ source url → URL import"
"coffee_butter_muffins",FULL,false,false,"partial content → Vinst candidate"
"coffee_cake",FULL,false,false,"partial content → Vinst candidate"
"cookies",FULL,false,false,"partial content → Vinst candidate"
"cream_cheese_coffee_cake",CLEAN,false,true,"structured ingredients + steps present"
"curd_meat_basturma_בסטרומה",FULL,true,false,"partial content → Vinst candidate"
"curd_meat_basturma_בסטרומה_2",FULL,false,false,"partial content → Vinst candidate"
"curd_meat_basturma_בסטרומה_3",FULL,false,false,"partial content → Vinst candidate"
"curd_meat_basturma_בסטרומה_4",FULL,false,false,"partial content → Vinst candidate"
"curd_meat_basturma_בסטרומה_5",FULL,false,false,"partial content → Vinst candidate"
"danish_rye_bread",STUB,true,false,"stub w/ source url → URL import"
"enchiladas",FULL,true,false,"partial content → Vinst candidate"
"ethiopian_spiced_clarified_butter_niter_kibbeh",STUB,true,false,"stub w/ source url → URL import"
"falafel",FULL,true,false,"partial content → Vinst candidate"
"fire_cider",CLEAN,false,false,"structured ingredients + steps present"
"fish_jerky",PDF,false,true,"content likely in PDF: attachments/fish_jerky_1/Homemade_Jerk_Flavored_Fish_Jerky_Recipe_--_Paleo,_Frugal,_and_Easy.pdf"
"fugie_brownies",FULL,true,false,"real content, prose-ish → good Vinst candidate"
"garlic_ginger_chicken",CLEAN,false,true,"structured ingredients + steps present"
"garlic_pickle_recipe_lahsun_achar_Punjabi_lahsun_achar_",CLEAN,true,false,"structured ingredients + steps present"
"gin_&_basel_smash",FULL,false,false,"partial content → Vinst candidate"
"greek_musaka",FULL,false,false,"partial content → Vinst candidate"
"ground_beef_jerky",FULL,true,false,"partial content → Vinst candidate"
"hallomi_rennet",FULL,true,false,"partial content → Vinst candidate"
"icecream_for_espresso",PDF,false,true,"content likely in PDF: attachments/icecream_for_espresso_1/The_Ultimate_Series_—_James_Hoffmann.pdf"
"kamucha",PDF,false,true,"content likely in PDF: attachments/kamucha_1/Simple_Guide_to_Kickass_Kombucha_Printable.pdf"
"keftedes_greek_meatballs",STUB,true,false,"stub w/ source url → URL import"
"keto_brownies",FULL,true,false,"partial content → Vinst candidate"
"keto_brownies_2",STUB,false,false,"stub, no url → manual"
"khachapuri-georgian-cheese-bread",FULL,true,false,"partial content → Vinst candidate"
"khachapuri-georgian-cheese-bread_2",CLEAN,true,false,"structured ingredients + steps present"
"lower_gluten_sourdough",STUB,false,false,"stub, no url → manual"
"mac_and_cheese",FULL,false,false,"real content, prose-ish → good Vinst candidate"
"mousse",FULL,false,false,"partial content → Vinst candidate"
"mousse_2",FULL,false,false,"partial content → Vinst candidate"
"mozarella",FULL,true,false,"partial content → Vinst candidate"
"mozzarella_3",FULL,false,false,"real content, prose-ish → good Vinst candidate"
"murder_cookies",FULL,false,false,"partial content → Vinst candidate"
"nachos",FULL,false,false,"partial content → Vinst candidate"
"no_subject",FULL,false,false,"partial content → Vinst candidate"
"no_subject_2",FULL,true,false,"partial content → Vinst candidate"
"nutella_brownies",FULL,false,false,"partial content → Vinst candidate"
"paper_bag_apple_pie",PDF,true,true,"content likely in PDF: attachments/paper_bag_apple_pie_1/Apple_Pie_in_a_Brown_Paper_Bag_-_Printer_Friendly_-_Allrecipes.com.pdf"
"pickled_beets_סלק_כבוש",FULL,false,false,"partial content → Vinst candidate"
"pizza",FULL,false,false,"partial content → Vinst candidate"
"polish_cream_cheese_coffee_cake",CLEAN,false,true,"structured ingredients + steps present"
"polish_cream_cheese_coffee_cake_2",FULL,false,false,"partial content → Vinst candidate"
"potatoes",FULL,true,false,"partial content → Vinst candidate"
"pretzel",CLEAN,false,true,"structured ingredients + steps present"
"pretzel_2",FULL,false,false,"partial content → Vinst candidate"
"pretzel_3",FULL,false,false,"partial content → Vinst candidate"
"pumpkin_spice_melange",FULL,false,false,"partial content → Vinst candidate"
"quiche",FULL,false,false,"partial content → Vinst candidate"
"raspberry_cheese_cake",CLEAN,false,false,"structured ingredients + steps present"
"roast-potatoes",FULL,true,false,"partial content → Vinst candidate"
"roast_vegetables_at_218c",STUB,false,false,"stub, no url → manual"
"sage_bread",FULL,true,false,"partial content → Vinst candidate"
"salt_brining_calculator",FULL,true,false,"partial content → Vinst candidate"
"semolina_and_almond_cookies",FULL,false,false,"partial content → Vinst candidate"
"shepherds_pie",CLEAN,false,true,"structured ingredients + steps present"
"smashed-burger",FULL,true,false,"partial content → Vinst candidate"
"soft_homemade_flour_tortillas",FULL,true,false,"partial content → Vinst candidate"
"sourcream_coffee_cake",STUB,false,false,"stub, no url → manual"
"sourdough_chocolate_chip_cookies",CLEAN,true,false,"structured ingredients + steps present"
"spice_cake",FULL,false,false,"partial content → Vinst candidate"
"spicy_fish_balls",CLEAN,false,true,"structured ingredients + steps present"
"sprouted_bean_salad",STUB,true,false,"stub w/ source url → URL import"
"sprouted_bean_salad_2",FULL,true,false,"partial content → Vinst candidate"
"stabilized-whipped-cream",CLEAN,true,false,"structured ingredients + steps present"
"tarka_dhal",FULL,true,false,"partial content → Vinst candidate"
"unbaked_cookies",FULL,false,false,"partial content → Vinst candidate"
"vegi_meat",FULL,true,false,"real content, prose-ish → good Vinst candidate"
"walnut_cream_roll",FULL,false,false,"partial content → Vinst candidate"
"׃tuna_steak",FULL,false,false,"real content, prose-ish → good Vinst candidate"
"אגרול_מדפי_אורז",CLEAN,false,true,"structured ingredients + steps present"
"אסאדו_בסיר_-_מתכון_פטנט",FULL,true,false,"partial content → Vinst candidate"
"אסאדו_בתנור_חמש_דקות_עבודה,_ארבע_שעות_בתנור_-_דובדבנים_-_הארץ",FULL,true,false,"partial content → Vinst candidate"
"בורקס",FULL,true,false,"real content, prose-ish → good Vinst candidate"
"בורקס_2",CLEAN,true,false,"structured ingredients + steps present"
"בצק_פילו,_מה_עושים_איתו_גזור_ושמור!_-_שבי_רגע",FULL,true,false,"partial content → Vinst candidate"
"בקלוואה_ביתית_קלה_להכנה",FULL,true,false,"partial content → Vinst candidate"
"בקלוואה_מתכון_מנצח_והכי_קל_שיש_-_מתכונים_ב-10_דקות",FULL,true,false,"partial content → Vinst candidate"
"בראוניז_שעועית_שחורה_פאדג׳יים",FULL,false,false,"partial content → Vinst candidate"
"גרנולה",FULL,false,false,"partial content → Vinst candidate"
"דניס",FULL,true,false,"partial content → Vinst candidate"
"זיתים_כבושים",FULL,false,false,"partial content → Vinst candidate"
"חומוס_להמונים",CLEAN,false,true,"structured ingredients + steps present"
"חומוס_עצלנים_",FULL,false,false,"partial content → Vinst candidate"
"חטיף_תמרים_וקקאו",FULL,false,false,"partial content → Vinst candidate"
"חטיף_תמרים_וקקאו_2",FULL,false,false,"partial content → Vinst candidate"
"חלב_וגבינת_שקדים",FULL,true,false,"partial content → Vinst candidate"
"חלומי",FULL,false,false,"partial content → Vinst candidate"
"חמוצים_בסגנון_סוהו_-_קרוטית_-_Krutit",FULL,true,false,"partial content → Vinst candidate"
"חריימה_טריפולטאי",CLEAN,false,true,"structured ingredients + steps present"
"חתיף_תמרים_ואגוזים",FULL,true,false,"partial content → Vinst candidate"
"טארט_דבש_מלוח",FULL,true,false,"partial content → Vinst candidate"
"ירקות_מעורבים_כבושים",FULL,false,false,"partial content → Vinst candidate"
"כרובית",FULL,false,false,"real content, prose-ish → good Vinst candidate"
"לביבות",FULL,false,false,"partial content → Vinst candidate"
"לחם_כוסמין",FULL,false,false,"partial content → Vinst candidate"
"לחם_כוסמין_האופה",FULL,true,false,"partial content → Vinst candidate"
"לחם_שאור_כפרי_הנחתום_-_האתר_לחובבי_האפייה_בישראל",FULL,true,false,"partial content → Vinst candidate"
"לחם_שאור_כפרי_הנחתום_-_האתר_לחובבי_האפייה_בישראל_2",FULL,true,false,"partial content → Vinst candidate"
"לחמניות",FULL,false,false,"partial content → Vinst candidate"
"לילות_ביירות_–_(ליאלי_ביירות)_",FULL,false,false,"partial content → Vinst candidate"
"מוסקה_מעולה_של_רות_סירקיס",FULL,false,false,"partial content → Vinst candidate"
"ממרח_סלק-שקדים_Beet_almond_spread",FULL,false,false,"partial content → Vinst candidate"
"ממרח_סלק-שקדים_ממכר_-_ולנטינה_לוריא_-_דיאטנית_קלינית",FULL,true,false,"partial content → Vinst candidate"
"מעמול,_עוגיות_סולת_ממולאות_-_FeinCook_לבשל_כמו_שחלמתם",FULL,true,false,"partial content → Vinst candidate"
"מקלובה_טבעונית_עם_כרובית_וחצילים_-_סוגת_להכין_באהבה",FULL,true,false,"partial content → Vinst candidate"
"מתכון_גפילטע_פיש",STUB,false,false,"stub, no url → manual"
"מתכון_חצ'פורי_מהיר_במחבת",FULL,true,false,"partial content → Vinst candidate"
"מתכון_חצ'פורי_מהיר_במחבת_2",STUB,false,false,"stub, no url → manual"
"מתכון_לגבינה_בולגרית_ביתית_אמיתית",FULL,false,false,"partial content → Vinst candidate"
"מתכון_לגלידת_וניל_צרפתית_עם_בורבון_",CLEAN,false,true,"structured ingredients + steps present"
"מתכון_מג'דרה_בורגול_מתחילים_לאכול_בריא",STUB,false,false,"stub, no url → manual"
"מתכון_סלט_עדשים_שחורות_עם_בטטות_ופיצוחים",STUB,false,false,"stub, no url → manual"
"מתכון_סלט_עשבי_תיבול_ירוק_משגע_»_ספר_המתכונים_שלי",FULL,true,false,"partial content → Vinst candidate"
"מתכון_עוגיות_מחלב_עם_תאנים_ומוצרלה",FULL,true,false,"partial content → Vinst candidate"
"מתכון_עוגת_גבינה_יפנית",STUB,false,false,"stub, no url → manual"
"מתכון_עוגת_גזר,_צימוקים_ואגוזים",STUB,false,false,"stub, no url → manual"
"מתכונים_ב10_דקות_מרק_לקוסקוס_מושלם_-_מתכון_מרק_לקוסקוס_מנצח_-_מתכונים_ב-10_דקות",FULL,true,false,"partial content → Vinst candidate"
"עוגיות_בריאות_שיבולת_שועל",FULL,false,false,"partial content → Vinst candidate"
"עוגיות_בריאות_שיבולת_שועל_2",FULL,false,false,"partial content → Vinst candidate"
"עוגיות_בריאות_שיבולת_שועל_3",FULL,false,false,"partial content → Vinst candidate"
"עוגיות_מאכלב_מחלב",STUB,true,false,"stub w/ source url → URL import"
"עוגיות_מחלב",FULL,false,false,"partial content → Vinst candidate"
"עוגת הגבינה הניו-יורקית",CLEAN,false,false,"structured ingredients + steps present"
"עוגת_דלעת_ואגוזים",FULL,false,false,"partial content → Vinst candidate"
"עוגת_מוס_שוקולד",FULL,false,false,"partial content → Vinst candidate"
"פאי_שוקולד_עם_חלבה_פיסטוק_-_יפצ'וק_מבשלת_ואופה",CLEAN,true,false,"structured ingredients + steps present"
"פטיסייר",FULL,true,false,"partial content → Vinst candidate"
"קבנוס_בקר",CLEAN,false,false,"structured ingredients + steps present"
"קדירה_עם_בשר_מספר_8",FULL,false,false,"partial content → Vinst candidate"
"קובנה_כובנה",FULL,false,false,"partial content → Vinst candidate"
"קובנה_מחמצת",FULL,false,false,"partial content → Vinst candidate"
"קובנה_מחמצת_2",FULL,false,false,"partial content → Vinst candidate"
"קובנה_מחמצת_3",FULL,false,false,"partial content → Vinst candidate"
"קוגל_תא_עם_ירקות",FULL,false,false,"partial content → Vinst candidate"
"קממבר",PDF,true,true,"content likely in PDF: attachments/קממבר_1/קממבר.pdf"
"קנישעס",FULL,true,false,"partial content → Vinst candidate"
"קרם_פטיסייר_מהיר_במיקרוגל",FULL,false,false,"partial content → Vinst candidate"
"קרקר_כוסמין_מלא_עם_סלק",FULL,false,false,"partial content → Vinst candidate"
"קרקר_כוסמין_מלא_עם_סלק_2",FULL,false,false,"partial content → Vinst candidate"
"קרקר_תבעוני",FULL,false,false,"partial content → Vinst candidate"
"קרקר_תבעוני_2",FULL,false,false,"partial content → Vinst candidate"
"קרקרים",FULL,true,false,"partial content → Vinst candidate"
"שבלול_בורקס_ביתי_עם_תרד_וגבינות_-_נשואה_למאפייה",FULL,true,false,"partial content → Vinst candidate"
"תבשיל_בשר_בקר_עם_פטריות_-_מתכון_לצלי_כתף_מנצח!",FULL,true,false,"partial content → Vinst candidate"
"תבשיל_תפוחי_אדמה_וחצילים_ברוטב",FULL,false,false,"partial content → Vinst candidate"
"​Bim’s_Sourdough_Pizza",FULL,false,false,"partial content → Vinst candidate"
